"name","file","start_line","end_line","scope"
"run","superset/commands/dashboard/update.py",199,199,"Class UpdateDashboardNativeFiltersCommand"
"run","superset/commands/dashboard/update.py",216,216,"Class UpdateDashboardChartCustomizationsCommand"
"run","superset/commands/dashboard/update.py",237,237,"Class UpdateDashboardColorsConfigCommand"
"run","superset/commands/security/reset.py",55,55,"Class ResetSupersetCommand"
"run","superset/commands/explore/permalink/get.py",43,43,"Class GetExplorePermalinkCommand"
"run","superset/commands/dashboard/delete.py",46,46,"Class DeleteEmbeddedDashboardCommand"
"run","superset/commands/dashboard/delete.py",60,60,"Class DeleteDashboardCommand"
"run","superset/commands/dataset/refresh.py",46,46,"Class RefreshDatasetCommand"
"run","superset/commands/report/create.py",56,56,"Class CreateReportScheduleCommand"
"run","superset/commands/sql_lab/permalink/get.py",42,42,"Class GetSqlLabPermalinkCommand"
"run","superset/commands/chart/update.py",61,61,"Class UpdateChartCommand"
"run","superset/commands/dashboard/permalink/get.py",42,42,"Class GetDashboardPermalinkCommand"
"run","superset/commands/distributed_lock/acquire.py",68,68,"Class AcquireDistributedLock"
"run","superset/commands/dataset/importers/dispatcher.py",51,51,"Class ImportDatasetsCommand"
"run","superset/commands/dataset/duplicate.py",51,51,"Class DuplicateDatasetCommand"
"run","superset/commands/chart/unfave.py",38,38,"Class DelFavoriteChartCommand"
"run","superset/commands/export/models.py",58,58,"Class ExportModelsCommand"
"run","superset/commands/base.py",31,31,"Class BaseCommand"
"run","superset/commands/report/execute.py",1017,1017,"Class ReportScheduleStateMachine"
"run","superset/commands/report/execute.py",1046,1046,"Class AsyncExecuteReportScheduleCommand"
"run","superset/commands/explore/form_data/create.py",44,44,"Class CreateFormDataCommand"
"run","superset/commands/annotation_layer/update.py",45,45,"Class UpdateAnnotationLayerCommand"
"run","superset/commands/theme/update.py",40,40,"Class UpdateThemeCommand"
"run","superset/commands/database/tables.py",55,55,"Class TablesDatabaseCommand"
"run","superset/commands/temporary_cache/create.py",34,34,"Class CreateTemporaryCacheCommand"
"run","superset/commands/chart/warm_up_cache.py",108,108,"Class ChartWarmUpCacheCommand"
"run","superset/commands/database/create.py",57,57,"Class CreateDatabaseCommand"
"run","superset/commands/explore/permalink/create.py",56,56,"Class CreateExplorePermalinkCommand"
"run","superset/commands/streaming_export/base.py",202,202,"Class BaseStreamingCSVExportCommand"
"run","superset/commands/report/log_prune.py",38,38,"Class AsyncPruneReportScheduleLogCommand"
"run","superset/commands/dashboard/importers/v0.py",333,333,"Class ImportDashboardsCommand"
"run","superset/commands/theme/seed.py",35,35,"Class SeedSystemThemesCommand"
"run","superset/commands/chart/data/create_async_job_command.py",35,35,"Class CreateAsyncChartDataJobCommand"
"run","superset/commands/dataset/update.py",89,89,"Class UpdateDatasetCommand"
"run","superset/commands/distributed_lock/release.py",47,47,"Class ReleaseDistributedLock"
"run","superset/utils/encrypt.py",196,196,"Class SecretsMigrator"
"run","superset/commands/sql_lab/execute.py",95,97,"Class ExecuteSqlCommand"
"run","superset/commands/dataset/columns/delete.py",43,43,"Class DeleteDatasetColumnCommand"
"run","superset/commands/dashboard/export_example.py",519,519,"Class ExportExampleCommand"
"run","superset/commands/tasks/submit.py",60,60,"Class SubmitTaskCommand"
"run","superset/commands/security/create.py",40,40,"Class CreateRLSRuleCommand"
"run","superset/commands/annotation_layer/annotation/update.py",48,48,"Class UpdateAnnotationCommand"
"run","superset/commands/dataset/importers/v0.py",244,244,"Class ImportDatasetsCommand"
"run","superset/commands/explore/form_data/get.py",42,42,"Class GetFormDataCommand"
"run","superset/commands/theme/delete.py",43,43,"Class DeleteThemeCommand"
"run","superset/commands/database/oauth2.py",47,47,"Class OAuth2StoreTokenCommand"
"run","superset/commands/dashboard/permalink/create.py",71,71,"Class CreateDashboardPermalinkCommand"
"run","superset/commands/explore/form_data/delete.py",43,43,"Class DeleteFormDataCommand"
"run","superset/commands/database/delete.py",44,44,"Class DeleteDatabaseCommand"
"run","superset/commands/tasks/prune.py",60,60,"Class TaskPruneCommand"
"run","superset/commands/annotation_layer/delete.py",40,40,"Class DeleteAnnotationLayerCommand"
"run","superset/commands/tag/delete.py",44,44,"Class DeleteTaggedObjectCommand"
"run","superset/commands/tag/delete.py",94,94,"Class DeleteTagsCommand"
"run","superset/commands/database/uploaders/base.py",157,157,"Class UploadCommand"
"run","superset/commands/database/validate.py",45,45,"Class ValidateDatabaseParametersCommand"
"run","superset/commands/dataset/create.py",47,47,"Class CreateDatasetCommand"
"run","superset/commands/query/delete.py",39,39,"Class DeleteSavedQueryCommand"
"run","superset/commands/explore/get.py",63,63,"Class GetExploreCommand"
"run","superset/commands/chart/create.py",47,47,"Class CreateChartCommand"
"run","superset/commands/theme/importers/dispatcher.py",51,51,"Class ImportThemesCommand"
"run","superset/commands/annotation_layer/annotation/delete.py",39,39,"Class DeleteAnnotationCommand"
"run","superset/cli/mcp.py",32,32,"Module superset.cli.mcp"
"run","superset/commands/dataset/metrics/delete.py",43,43,"Class DeleteDatasetMetricCommand"
"run","superset/commands/temporary_cache/delete.py",34,34,"Class DeleteTemporaryCacheCommand"
"run","superset/commands/dashboard/create.py",42,42,"Class CreateDashboardCommand"
"run","superset/commands/theme/set_system_theme.py",39,39,"Class SetSystemDefaultThemeCommand"
"run","superset/commands/theme/set_system_theme.py",70,70,"Class SetSystemDarkThemeCommand"
"run","superset/commands/theme/set_system_theme.py",97,97,"Class ClearSystemDefaultThemeCommand"
"run","superset/commands/theme/set_system_theme.py",114,114,"Class ClearSystemDarkThemeCommand"
"run","superset/commands/annotation_layer/annotation/create.py",44,44,"Class CreateAnnotationCommand"
"run","superset/commands/report/alert.py",64,64,"Class AlertCommand"
"run","superset/commands/dashboard/copy.py",41,41,"Class CopyDashboardCommand"
"run","superset/commands/tasks/internal_update.py",86,86,"Class InternalUpdateTaskCommand"
"run","superset/commands/tasks/internal_update.py",171,171,"Class InternalStatusTransitionCommand"
"run","superset/commands/sql_lab/results.py",123,125,"Class SqlExecutionResultsCommand"
"run","superset/commands/dataset/delete.py",42,42,"Class DeleteDatasetCommand"
"run","superset/commands/export/assets.py",40,40,"Class ExportAssetsCommand"
"run","superset/commands/database/importers/dispatcher.py",46,46,"Class ImportDatabasesCommand"
"generate_explore_link","superset/mcp_service/chart/chart_utils.py",152,152,"Module superset.mcp_service.chart.chart_utils"
"generate_explore_link","superset/mcp_service/explore/tool/generate_explore_link.py",52,54,"Module superset.mcp_service.explore.tool.generate_explore_link"
"get_dataset_info","superset/mcp_service/dataset/tool/get_dataset_info.py",55,57,"Module superset.mcp_service.dataset.tool.get_dataset_info"
"list_datasets","superset/mcp_service/dataset/tool/list_datasets.py",74,74,"Module superset.mcp_service.dataset.tool.list_datasets"
"import_chart","superset/commands/chart/importers/v1/utils.py",46,50,"Module superset.commands.chart.importers.v1.utils"
"import_chart","superset/commands/dashboard/importers/v0.py",44,48,"Module superset.commands.dashboard.importers.v0"
"find_chart_uuids","superset/commands/dashboard/importers/v1/utils.py",33,33,"Module superset.commands.dashboard.importers.v1.utils"
"find_native_filter_datasets","superset/commands/dashboard/importers/v1/utils.py",37,37,"Module superset.commands.dashboard.importers.v1.utils"
"import_dashboard","superset/commands/dashboard/importers/v0.py",84,89,"Module superset.commands.dashboard.importers.v0"
"import_dashboard","superset/commands/dashboard/importers/v1/utils.py",194,198,"Module superset.commands.dashboard.importers.v1.utils"
"update_id_refs","superset/commands/dashboard/importers/v1/utils.py",60,64,"Module superset.commands.dashboard.importers.v1.utils"
"import_database","superset/commands/database/importers/v1/utils.py",40,44,"Module superset.commands.database.importers.v1.utils"
"import_dataset","superset/commands/dataset/importers/v0.py",67,71,"Module superset.commands.dataset.importers.v0"
"import_dataset","superset/commands/dataset/importers/v1/utils.py",105,110,"Module superset.commands.dataset.importers.v1.utils"
"import_tag","superset/commands/importers/v1/utils.py",261,267,"Module superset.commands.importers.v1.utils"
"import_theme","superset/commands/theme/import_themes.py",35,35,"Module superset.commands.theme.import_themes"
"update_chart_config_dataset","superset/commands/utils.py",191,193,"Module superset.commands.utils"
"schemas","superset/databases/api.py",749,749,"Class DatabaseRestApi"
"_import","superset/commands/dashboard/importers/v1/__init__.py",74,78,"Class ImportDashboardsCommand"
"_import","superset/commands/importers/v1/assets.py",93,93,"Class ImportAssetsCommand"
"_import","superset/commands/importers/v1/examples.py",144,149,"Class ImportExamplesCommand"
"_import","superset/commands/importers/v1/__init__.py",74,78,"Class ImportModelsCommand"
"_import","superset/commands/database/importers/v1/__init__.py",47,51,"Class ImportDatabasesCommand"
"_import","superset/commands/query/importers/v1/__init__.py",46,50,"Class ImportSavedQueriesCommand"
"_import","superset/commands/dataset/importers/v1/__init__.py",45,49,"Class ImportDatasetsCommand"
"_import","superset/commands/theme/import_themes.py",82,86,"Class ImportThemesCommand"
"_import","superset/commands/chart/importers/v1/__init__.py",55,59,"Class ImportChartsCommand"
"charts","superset/models/dashboard.py",212,212,"Class Dashboard"
"is_feature_enabled","superset/utils/feature_flag_manager.py",47,47,"Class FeatureFlagManager"
"__getattr__","superset/common/not_authorized_object.py",26,26,"Class NotAuthorizedObject"
"get_validator_by_name","superset/sql_validators/__init__.py",23,23,"Module superset.sql_validators.__init__"
"read_fixture","tests/integration_tests/utils/__init__.py",24,24,"Module tests.integration_tests.utils.__init__"
"load_fixture","tests/integration_tests/utils/__init__.py",29,29,"Module tests.integration_tests.utils.__init__"
"get_webdriver_pool","superset/mcp_service/screenshot/webdriver_pool.py",402,402,"Module superset.mcp_service.screenshot.webdriver_pool"
"init","superset-extensions-cli/src/superset_extensions_cli/cli.py",801,809,"Module superset_extensions_cli.cli"
"init","superset/cli/main.py",82,82,"Script superset.cli.main"
"size","superset/result_set.py",257,257,"Class SupersetResultSet"
"_name","superset/reports/notifications/email.py",89,89,"Class EmailNotification"
"handle","tests/integration_tests/logging_configurator_tests.py",36,36,"Class MyEventHandler"
"kind","superset/connectors/sqla/models.py",291,291,"Class BaseDatasource"
"is_engine_spec","superset/db_engine_specs/__init__.py",51,51,"Module superset.db_engine_specs.__init__"
"load_engine_specs","superset/db_engine_specs/__init__.py",62,62,"Module superset.db_engine_specs.__init__"
"supports_backend","superset/db_engine_specs/base.py",881,881,"Class BaseEngineSpec"
"get_available_engine_specs","superset/db_engine_specs/__init__.py",125,125,"Module superset.db_engine_specs.__init__"
"aggregate","superset/utils/pandas_postprocessing/aggregate.py",28,30,"Module superset.utils.pandas_postprocessing.aggregate"
"boxplot","superset/utils/pandas_postprocessing/boxplot.py",28,36,"Module superset.utils.pandas_postprocessing.boxplot"
"contribution","superset/utils/pandas_postprocessing/contribution.py",32,41,"Module superset.utils.pandas_postprocessing.contribution"
"cum","superset/utils/pandas_postprocessing/cum.py",30,34,"Module superset.utils.pandas_postprocessing.cum"
"diff","RELEASING/changelog.py",266,266,"Class GitLogs"
"diff","superset/utils/pandas_postprocessing/diff.py",28,33,"Module superset.utils.pandas_postprocessing.diff"
"flatten","superset/utils/pandas_postprocessing/flatten.py",37,41,"Module superset.utils.pandas_postprocessing.flatten"
"geodetic_parse","superset/utils/pandas_postprocessing/geography.py",81,87,"Module superset.utils.pandas_postprocessing.geography"
"geohash_decode","superset/utils/pandas_postprocessing/geography.py",28,30,"Module superset.utils.pandas_postprocessing.geography"
"geohash_encode","superset/utils/pandas_postprocessing/geography.py",52,57,"Module superset.utils.pandas_postprocessing.geography"
"histogram","superset/utils/pandas_postprocessing/histogram.py",24,31,"Module superset.utils.pandas_postprocessing.histogram"
"pivot","superset/utils/pandas_postprocessing/pivot.py",31,42,"Module superset.utils.pandas_postprocessing.pivot"
"prophet","superset/utils/pandas_postprocessing/prophet.py",80,89,"Module superset.utils.pandas_postprocessing.prophet"
"rank","superset/utils/pandas_postprocessing/rank.py",22,26,"Module superset.utils.pandas_postprocessing.rank"
"rename","superset/utils/pandas_postprocessing/rename.py",28,33,"Module superset.utils.pandas_postprocessing.rename"
"resample","superset/utils/pandas_postprocessing/resample.py",26,31,"Module superset.utils.pandas_postprocessing.resample"
"rolling","superset/utils/pandas_postprocessing/rolling.py",31,40,"Module superset.utils.pandas_postprocessing.rolling"
"escape_separator","superset/utils/pandas_postprocessing/utils.py",213,213,"Module superset.utils.pandas_postprocessing.utils"
"unescape_separator","superset/utils/pandas_postprocessing/utils.py",218,218,"Module superset.utils.pandas_postprocessing.utils"
"load_birth_names_dashboard_with_slices_module_scope","tests/integration_tests/fixtures/birth_names_dashboard.py",55,55,"Module tests.integration_tests.fixtures.birth_names_dashboard"
"load_energy_table_data","tests/integration_tests/fixtures/energy_dashboard.py",38,38,"Module tests.integration_tests.fixtures.energy_dashboard"
"load_energy_table_with_slice","tests/integration_tests/fixtures/energy_dashboard.py",60,60,"Module tests.integration_tests.fixtures.energy_dashboard"
"public_role_builtin","tests/integration_tests/fixtures/public_role.py",47,47,"Module tests.integration_tests.fixtures.public_role"
"public_role_like_gamma","tests/integration_tests/fixtures/public_role.py",25,25,"Module tests.integration_tests.fixtures.public_role"
"public_role_like_test_role","tests/integration_tests/fixtures/public_role.py",36,36,"Module tests.integration_tests.fixtures.public_role"
"load_unicode_dashboard_with_position","tests/integration_tests/fixtures/unicode_dashboard.py",68,68,"Module tests.integration_tests.fixtures.unicode_dashboard"
"load_unicode_dashboard_with_slice","tests/integration_tests/fixtures/unicode_dashboard.py",59,59,"Module tests.integration_tests.fixtures.unicode_dashboard"
"load_world_bank_dashboard_with_slices","tests/integration_tests/fixtures/world_bank_dashboard.py",74,74,"Module tests.integration_tests.fixtures.world_bank_dashboard"
"load_world_bank_dashboard_with_slices_module_scope","tests/integration_tests/fixtures/world_bank_dashboard.py",82,82,"Module tests.integration_tests.fixtures.world_bank_dashboard"
"parse_currency_string","superset/models/sql_types/base.py",43,43,"Module superset.models.sql_types.base"
"main","superset/mcp_service/simple_proxy.py",46,46,"Script superset.mcp_service.simple_proxy"
"main","docs/scripts/extract_custom_errors.py",266,266,"Script extract_custom_errors.py"
"main","scripts/change_detector.py",110,110,"Script change_detector.py"
"main","superset/mcp_service/__main__.py",47,47,"Module superset.mcp_service.__main__"
"main","scripts/check-env.py",132,132,"Script check-env.py"
"main","scripts/extract_feature_flags.py",161,161,"Script extract_feature_flags.py"
"main","superset/db_engine_specs/lint_metadata.py",612,612,"Module superset.db_engine_specs.lint_metadata"
"main","scripts/cypress_run.py",106,106,"Script cypress_run.py"
"main","docs/scripts/fix-openapi-spec.py",764,764,"Script fix-openapi-spec.py"
"main","scripts/benchmark_migration.py",141,143,"Script benchmark_migration.py"
"loader","superset/examples/generic_loader.py",223,227,"Function create_generic_loader"
"destroy","superset/utils/webdriver.py",526,526,"Class WebDriverSelenium"
"decorator","superset/tasks/decorators.py",113,113,"Function task"
"decorator","superset/mcp_service/utils/schema_utils.py",446,446,"Function parse_request"
"decorator","superset/views/utils.py",456,456,"Function check_resource_permissions"
"decorator","tests/common/logger_utils.py",85,85,"Function _make_decorator"
"decorator","tests/unit_tests/commands/report/base_test.py",76,76,"Function app_custom_config"
"decorator","superset/utils/cache.py",190,190,"Function etag_cache"
"decorator","superset/core/api/core_api_injection.py",174,174,"Function api_impl"
"decorator","superset/mcp_service/utils/retry_utils.py",93,93,"Function retry_on_exception"
"decorator","superset/mcp_service/utils/retry_utils.py",155,155,"Function async_retry_on_exception"
"decorator","superset/cli/test_db.py",89,89,"Function add"
"decorator","superset/core/mcp/core_mcp_injection.py",98,98,"Function create_tool_decorator"
"decorator","superset/core/mcp/core_mcp_injection.py",208,208,"Function create_prompt_decorator"
"wraps","superset/dashboards/api.py",164,164,"Function with_dashboard"
"wraps","superset/views/error_handling.py",98,98,"Function handle_api_exception"
"wraps","superset/views/base.py",171,171,"Function _deprecated"
"wraps","superset/views/base.py",198,198,"Function api"
"wraps","superset/views/base_api.py",89,89,"Function requires_json"
"wraps","superset/views/base_api.py",102,102,"Function requires_form_data"
"wraps","superset/views/base_api.py",117,117,"Function statsd_metrics"
"wraps","superset/databases/decorators.py",38,43,"Function check_table_access"
"wrapper","superset/extensions/metadb.py",132,132,"Function check_dml"
"wrapper","superset/extensions/metadb.py",147,147,"Function has_rowid"
"wrapper","superset/views/utils.py",458,458,"Function decorator"
"wrapper","superset/utils/pandas_postprocessing/utils.py",115,115,"Function validate_column_args"
"wrapper","tests/unit_tests/conftest.py",207,207,"Function decorate"
"wrapper","tests/unit_tests/commands/report/base_test.py",78,78,"Function decorator"
"wrapper","superset/utils/cache.py",195,195,"Function decorator"
"wrapper","tests/integration_tests/conftest.py",246,246,"Function decorate"
"wrapper","tests/conftest.py",132,132,"Function decorate"
"wrapper","superset/mcp_service/utils/retry_utils.py",95,95,"Function decorator"
"wrapper","superset/mcp_service/utils/retry_utils.py",157,157,"Function decorator"
"wrapper","superset/views/base_api.py",145,147,"Function decorate"
"wrapper","superset/utils/log.py",286,286,"Function _wrapper"
"request","scripts/cancel_github_workflows.py",49,51,"Script cancel_github_workflows.py"
"link","superset/connectors/sqla/models.py",1348,1348,"Class SqlaTable"
"patch","superset/db_engine_specs/hive.py",151,151,"Class HiveEngineSpec"
"patch","superset/db_engine_specs/base.py",1674,1674,"Class BaseEngineSpec"
"cleanup","superset/mcp_service/middleware.py",385,385,"Class RateLimiterProtocol"
"cleanup","superset/mcp_service/middleware.py",450,450,"Class InMemoryRateLimiter"
"cleanup","superset/mcp_service/middleware.py",554,554,"Class RedisRateLimiter"
"cleanup","tests/integration_tests/fixtures/users.py",51,51,"Module tests.integration_tests.fixtures.users"
"cleanup","tests/integration_tests/core_tests.py",76,76,"Module tests.integration_tests.core_tests"
"is_enabled","superset/views/log/views.py",39,39,"Class LogModelView"
"is_enabled","superset/views/log/api.py",89,89,"Class LogRestApi"
"is_enabled","superset/views/tags.py",54,54,"Class TagView"
"save","superset/views/datasource/views.py",75,75,"Class Datasource"
"handler","tests/unit_tests/tasks/test_handlers.py",298,298,"Function test_on_abort_sets_abortable"
"cache","tests/integration_tests/explore/api_tests.py",66,66,"Module tests.integration_tests.explore.api_tests"
"cache","tests/integration_tests/explore/form_data/api_tests.py",68,68,"Module tests.integration_tests.explore.form_data.api_tests"
"cache","tests/integration_tests/extensions/metastore_cache_test.py",49,49,"Module tests.integration_tests.extensions.metastore_cache_test"
"cache","superset/utils/cache_manager.py",272,272,"Class CacheManager"
"cache","tests/integration_tests/dashboards/filter_state/api_tests.py",57,57,"Module tests.integration_tests.dashboards.filter_state.api_tests"
"dev","superset-extensions-cli/src/superset_extensions_cli/cli.py",614,614,"Module superset_extensions_cli.cli"
"register","superset/views/auth.py",55,55,"Class SupersetRegisterUserView"
"register","superset/extensions/pylint.py",79,79,"Module superset.extensions.pylint"
"register","superset/tasks/registry.py",37,37,"Class TaskRegistry"
"build","superset-extensions-cli/src/superset_extensions_cli/cli.py",537,537,"Module superset_extensions_cli.cli"
"_setup","superset-extensions-cli/tests/conftest.py",89,89,"Function extension_setup_for_dev"
"_setup","superset-extensions-cli/tests/conftest.py",113,113,"Function extension_setup_for_bundling"
"add_chart_to_existing_dashboard","superset/mcp_service/dashboard/tool/add_chart_to_existing_dashboard.py",318,320,"Module superset.mcp_service.dashboard.tool.add_chart_to_existing_dashboard"
"generate_dashboard","superset/mcp_service/dashboard/tool/generate_dashboard.py",191,193,"Module superset.mcp_service.dashboard.tool.generate_dashboard"
"get_dashboard_info","superset/mcp_service/dashboard/tool/get_dashboard_info.py",72,74,"Module superset.mcp_service.dashboard.tool.get_dashboard_info"
"list_dashboards","superset/mcp_service/dashboard/tool/list_dashboards.py",76,78,"Module superset.mcp_service.dashboard.tool.list_dashboards"
"modified","superset/models/helpers.py",656,656,"Class AuditMixinNullable"
"normalize","superset/views/datasource/schemas.py",57,61,"Class ExternalMetadataSchema"
"create_app","tests/integration_tests/thumbnails_tests.py",55,55,"Class TestThumbnailsSeleniumLive"
"create_app","superset/app.py",47,50,"Module superset.app"
"create_app","tests/integration_tests/base_tests.py",125,125,"Class SupersetTestCase"
"create_app","superset/cli/main.py",48,48,"Script superset.cli.main"
"get_feature_flags","superset/utils/feature_flag_manager.py",35,35,"Class FeatureFlagManager"
"get_manifest_files","superset/extensions/__init__.py",115,115,"Class UIManifestProcessor"
"results_backend","superset/extensions/__init__.py",64,64,"Class ResultsBackendManager"
"should_use_msgpack","superset/extensions/__init__.py",68,68,"Class ResultsBackendManager"
"data_cache","superset/utils/cache_manager.py",268,268,"Class CacheManager"
"thumbnail_cache","superset/utils/cache_manager.py",276,276,"Class CacheManager"
"get_sqla_class","superset/extensions/__init__.py",32,32,"Module superset.extensions.__init__"
"init_app","superset/utils/feature_flag_manager.py",29,29,"Class FeatureFlagManager"
"init_app","superset/tasks/manager.py",116,116,"Class TaskManager"
"init_app","superset/utils/encrypt.py",69,69,"Class EncryptedFieldFactory"
"init_app","superset/extensions/__init__.py",59,59,"Class ResultsBackendManager"
"init_app","superset/extensions/__init__.py",78,78,"Class UIManifestProcessor"
"init_app","superset/extensions/__init__.py",125,125,"Class ProfilingExtension"
"init_app","superset/async_events/async_query_manager.py",119,119,"Class AsyncQueryManager"
"init_app","superset/utils/cache_manager.py",227,227,"Class CacheManager"
"init_app","superset/initialization/__init__.py",728,728,"Class SupersetAppInitializer"
"init_app","superset/extensions/ssh.py",87,87,"Class SSHManagerFactory"
"init_app","superset/async_events/async_query_manager_factory.py",28,28,"Class AsyncQueryManagerFactory"
"init_app","superset/extensions/stats_logger.py",26,26,"Class BaseStatsLoggerManager"
"init_app","superset/utils/machine_auth.py",153,153,"Class MachineAuthProviderFactory"
"manifest","superset/extensions/context.py",68,68,"Class ExtensionContextWrapper"
"parse_manifest_json","superset/extensions/__init__.py",105,105,"Class UIManifestProcessor"
"register_processor","superset/extensions/contributions.py",48,48,"Class ContributionProcessorRegistry"
"register_processor","superset/extensions/__init__.py",84,84,"Class UIManifestProcessor"
"get_manifest","superset/extensions/__init__.py",87,87,"Class UIManifestProcessor"
"get_files","superset/extensions/__init__.py",90,90,"Function get_manifest"
"bundle","superset-extensions-cli/src/superset_extensions_cli/cli.py",573,573,"Module superset_extensions_cli.cli"
"instance","superset/extensions/ssh.py",93,93,"Class SSHManagerFactory"
"instance","superset/async_events/async_query_manager_factory.py",34,34,"Class AsyncQueryManagerFactory"
"instance","superset/extensions/stats_logger.py",30,30,"Class BaseStatsLoggerManager"
"instance","superset/utils/machine_auth.py",159,159,"Class MachineAuthProviderFactory"
"async_query_manager","tests/unit_tests/async_events/async_query_manager_tests.py",39,39,"Module tests.unit_tests.async_events.async_query_manager_tests"
"get_instance_info","superset/mcp_service/system/tool/get_instance_info.py",85,87,"Module superset.mcp_service.system.tool.get_instance_info"
"get_schema","superset/mcp_service/system/tool/get_schema.py",133,133,"Module superset.mcp_service.system.tool.get_schema"
"generate_chart","superset/mcp_service/chart/tool/generate_chart.py",132,134,"Module superset.mcp_service.chart.tool.generate_chart"
"get_chart_data","superset/mcp_service/chart/tool/get_chart_data.py",87,89,"Module superset.mcp_service.chart.tool.get_chart_data"
"get_chart_info","superset/mcp_service/chart/tool/get_chart_info.py",128,130,"Module superset.mcp_service.chart.tool.get_chart_info"
"get_chart_preview","superset/mcp_service/chart/tool/get_chart_preview.py",2190,2192,"Module superset.mcp_service.chart.tool.get_chart_preview"
"list_charts","superset/mcp_service/chart/tool/list_charts.py",75,75,"Module superset.mcp_service.chart.tool.list_charts"
"update_chart","superset/mcp_service/chart/tool/update_chart.py",58,60,"Module superset.mcp_service.chart.tool.update_chart"
"update_chart_preview","superset/mcp_service/chart/tool/update_chart_preview.py",58,60,"Module superset.mcp_service.chart.tool.update_chart_preview"
"execute_sql","superset/mcp_service/sql_lab/tool/execute_sql.py",65,65,"Module superset.mcp_service.sql_lab.tool.execute_sql"
"open_sql_lab_with_context","superset/mcp_service/sql_lab/tool/open_sql_lab_with_context.py",52,54,"Module superset.mcp_service.sql_lab.tool.open_sql_lab_with_context"
"save_sql_query","superset/mcp_service/sql_lab/tool/save_sql_query.py",57,59,"Module superset.mcp_service.sql_lab.tool.save_sql_query"
"cancel","superset/tasks/api.py",268,268,"Class TaskRestApi"
"cancel","superset-core/src/superset_core/queries/types.py",161,161,"Class AsyncQueryHandle"
"readfile","superset/utils/core.py",611,611,"Module superset.utils.core"
"generate","tests/example_data/data_generator/string_generator.py",30,30,"Class StringGenerator"
"generate","tests/example_data/data_generator/base_generator.py",24,24,"Class ExampleDataGenerator"
"generate","tests/example_data/data_generator/birth_names/birth_names_generator.py",62,62,"Class BirthNamesGenerator"
"generate","superset/mcp_service/chart/tool/get_chart_preview.py",86,86,"Class PreviewFormatStrategy"
"generate","superset/mcp_service/chart/tool/get_chart_preview.py",94,94,"Class URLPreviewStrategy"
"generate","superset/mcp_service/chart/tool/get_chart_preview.py",112,112,"Class ASCIIPreviewStrategy"
"generate","superset/mcp_service/chart/tool/get_chart_preview.py",202,202,"Class TablePreviewStrategy"
"generate","superset/mcp_service/chart/tool/get_chart_preview.py",282,282,"Class VegaLitePreviewStrategy"
"generate","superset/mcp_service/chart/tool/get_chart_preview.py",925,934,"Class PreviewFormatGenerator"
"generate","tests/common/query_context_generator.py",245,253,"Class QueryContextGenerator"
"client","tests/integration_tests/fixtures/client.py",23,23,"Module tests.integration_tests.fixtures.client"
"client","tests/unit_tests/conftest.py",129,129,"Module tests.unit_tests.conftest"
"_create","superset-extensions-cli/tests/test_cli_build.py",43,43,"Function extension_with_build_structure"
"_create","superset-extensions-cli/tests/conftest.py",149,157,"Function extension_with_versions"
"find_all","superset-core/src/superset_core/common/daos.py",70,70,"Class BaseDAO"
"find_all","superset/daos/base.py",364,364,"Class BaseDAO"
"activate","superset/views/sql_lab/views.py",127,127,"Class TabStateView"
"post","superset/charts/api.py",324,324,"Class ChartRestApi"
"post","superset/row_level_security/api.py",160,160,"Class RLSRestApi"
"post","superset/explore/form_data/api.py",59,59,"Class ExploreFormDataRestApi"
"post","superset/sqllab/permalink/api.py",53,53,"Class SqlLabPermalinkRestApi"
"post","superset/annotation_layers/annotations/api.py",250,250,"Class AnnotationRestApi"
"post","superset/annotation_layers/api.py",173,173,"Class AnnotationLayerRestApi"
"post","superset/themes/api.py",364,364,"Class ThemeRestApi"
"post","superset/dashboards/permalink/api.py",56,56,"Class DashboardPermalinkRestApi"
"post","superset/dashboards/api.py",692,692,"Class DashboardRestApi"
"post","superset/views/sql_lab/views.py",57,57,"Class TabStateView"
"post","superset/views/sql_lab/views.py",226,226,"Class TableSchemaView"
"post","superset/tags/api.py",160,160,"Class TagRestApi"
"post","superset/datasets/api.py",325,325,"Class DatasetRestApi"
"post","superset/explore/permalink/api.py",61,61,"Class ExplorePermalinkRestApi"
"post","superset/dashboards/filter_state/api.py",60,60,"Class DashboardFilterStateRestApi"
"post","superset/databases/api.py",413,413,"Class DatabaseRestApi"
"post","superset/reports/api.py",320,322,"Class ReportScheduleRestApi"
"post","superset/temporary_cache/api.py",70,70,"Class TemporaryCacheRestApi"
"reset","tests/unit_tests/utils/test_decorators.py",267,267,"Class ListHandler"
"put","superset/charts/api.py",389,389,"Class ChartRestApi"
"put","superset/row_level_security/api.py",237,237,"Class RLSRestApi"
"put","superset/explore/form_data/api.py",123,123,"Class ExploreFormDataRestApi"
"put","superset/annotation_layers/annotations/api.py",317,319,"Class AnnotationRestApi"
"put","superset/annotation_layers/api.py",237,237,"Class AnnotationLayerRestApi"
"put","superset/themes/api.py",282,282,"Class ThemeRestApi"
"put","superset/dashboards/api.py",753,753,"Class DashboardRestApi"
"put","superset/views/sql_lab/views.py",148,148,"Class TabStateView"
"put","superset/tags/api.py",289,289,"Class TagRestApi"
"put","superset/datasets/api.py",386,386,"Class DatasetRestApi"
"put","superset/dashboards/filter_state/api.py",185,185,"Class DashboardFilterStateRestApi"
