"callee_name","callee_file","caller_name","caller_file","caller_start_line","caller_end_line"
"type","superset/connectors/sqla/models.py","test_dashboard_digest","tests/unit_tests/thumbnails/test_digest.py",241,249
"type","superset/connectors/sqla/models.py","test_chart_digest","tests/unit_tests/thumbnails/test_digest.py",386,394
"type","superset/connectors/sqla/models.py","test_dashboard_digest_deterministic_datasource_order","tests/unit_tests/thumbnails/test_digest.py",438,440
"type","superset/connectors/sqla/models.py","test_dashboard_digest_prefetches_rls_filters","tests/unit_tests/thumbnails/test_digest.py",497,499
"type","superset/connectors/sqla/models.py","extract_row_data","tests/unit_tests/mcp_service/sql_lab/test_execute_sql_helper.py",26,26
"type","superset/connectors/sqla/models.py","test_get_executor","tests/unit_tests/tasks/test_utils.py",288,294
"type","superset/connectors/sqla/models.py","test_legacy_chart_without_datasource_raises_error","tests/unit_tests/commands/chart/warm_up_cache_test.py",317,317
"type","superset/connectors/sqla/models.py","test_legacy_chart_warm_up_with_dashboard","tests/unit_tests/commands/chart/warm_up_cache_test.py",351,353
"type","superset/connectors/sqla/models.py","test_legacy_chart_warm_up_without_dashboard","tests/unit_tests/commands/chart/warm_up_cache_test.py",396,396
"type","superset/connectors/sqla/models.py","test_check_playwright_availability_falls_back_to_launch","tests/unit_tests/utils/webdriver_test.py",309,311
"type","superset/connectors/sqla/models.py","test_check_playwright_availability_handles_browser_launch_failure","tests/unit_tests/utils/webdriver_test.py",335,337
"type","superset/explorables/base.py","get_data","superset/viz.py",1148,1148
"type","superset/explorables/base.py","listcomp","tests/unit_tests/tasks/test_handlers.py",526,528
"type","superset/explorables/base.py","listcomp","tests/unit_tests/tasks/test_handlers.py",573,573
"type","superset/explorables/base.py","dictcomp","superset/db_engine_specs/base.py",1211,1219
"type","superset/explorables/base.py","dictcomp","superset/migrations/versions/2020-09-28_17-57_b56500de1855_add_uuid_column_to_import_mixin.py",69,72
"type","superset/explorables/base.py","genexpr","superset/tasks/context.py",473,474
"type","superset/explorables/base.py","generate_explore_link","superset/mcp_service/explore/tool/generate_explore_link.py",52,54
"type","superset/explorables/base.py","get_dataset_info","superset/mcp_service/dataset/tool/get_dataset_info.py",55,57
"type","superset/explorables/base.py","list_datasets","superset/mcp_service/dataset/tool/list_datasets.py",74,74
"type","superset/explorables/base.py","get_dashboard_info","superset/mcp_service/dashboard/tool/get_dashboard_info.py",72,74
"type","superset/explorables/base.py","init_app","superset/async_events/async_query_manager.py",119,119
"type","superset/explorables/base.py","get_chart_data","superset/mcp_service/chart/tool/get_chart_data.py",87,89
"type","superset/explorables/base.py","get_chart_preview","superset/mcp_service/chart/tool/get_chart_preview.py",2190,2192
"type","superset/explorables/base.py","get_event_logger_from_cfg_value","superset/utils/log.py",325,325
"type","superset/explorables/base.py","process_template","superset/jinja_context.py",700,700
"type","superset/explorables/base.py","test_execute_query_as_report_executor","tests/integration_tests/reports/alert_tests.py",60,68
"type","superset/explorables/base.py","log_with_context","superset/utils/log.py",171,179
"type","superset/explorables/base.py","json_iso_dttm_ser","superset/utils/json.py",113,113
"type","superset/explorables/base.py","parse_error_exception","superset/db_engine_specs/bigquery.py",878,878
"type","superset/explorables/base.py","parse_error_exception","superset/db_engine_specs/datastore.py",568,568
"type","superset/explorables/base.py","get_dbapi_mapped_exception","superset/db_engine_specs/base.py",993,993
"type","superset/explorables/base.py","get_dbapi_mapped_exception","superset/db_engine_specs/clickhouse.py",157,157
"type","superset/explorables/base.py","get_dbapi_mapped_exception","superset/db_engine_specs/clickhouse.py",388,388
"type","superset/explorables/base.py","get_dbapi_mapped_exception","superset/db_engine_specs/databend.py",173,173
"type","superset/explorables/base.py","get_dbapi_mapped_exception","superset/db_engine_specs/databend.py",270,270
"type","superset/explorables/base.py","fetch_data","superset/db_engine_specs/bigquery.py",306,306
"type","superset/explorables/base.py","fetch_data","superset/db_engine_specs/ocient.py",322,324
"type","superset/explorables/base.py","handle_cursor","superset/db_engine_specs/presto.py",1346,1346
"type","superset/explorables/base.py","handle_cursor","superset/db_engine_specs/hive.py",356,358
"type","superset/explorables/base.py","_extract_error_message","superset/db_engine_specs/presto.py",1395,1395
"type","superset/explorables/base.py","pyodbc_rows_to_tuples","superset/db_engine_specs/base.py",2269,2269
"type","superset/explorables/base.py","map_config_to_form_data","superset/mcp_service/chart/chart_utils.py",306,313
"type","superset/explorables/base.py","test_json_codec","tests/unit_tests/key_value/codec_test.py",53,53
"type","superset/explorables/base.py","test_marshmallow_codec","tests/unit_tests/key_value/codec_test.py",90,90
"type","superset/explorables/base.py","_handle_error","superset/mcp_service/middleware.py",283,289
"type","superset/explorables/base.py","mock_provider","tests/conftest.py",63,63
"type","superset/explorables/base.py","_write_handler_failures_to_db","superset/tasks/context.py",438,438
"type","superset/explorables/base.py","base_json_conv","superset/utils/json.py",72,72
"type","superset/explorables/base.py","is_adhoc_column","superset/migrations/shared/migrate_viz/query_functions.py",294,294
"type","superset/explorables/base.py","_read_bytes","superset/utils/encrypt.py",119,119
"type","superset/explorables/base.py","_get_chart_preview_internal","superset/mcp_service/chart/tool/get_chart_preview.py",1816,1819
"type","superset/explorables/base.py","safe_proxy","superset/jinja_context.py",527,527
"type","superset/explorables/base.py","validate_context_types","superset/jinja_context.py",552,552
"type","superset/explorables/base.py","test_create_pickle_entry","tests/unit_tests/dao/key_value_test.py",128,132
"type","superset/explorables/base.py","test_get_rls_filters_uses_table_id_directly","tests/unit_tests/security/manager_test.py",1192,1195
"type","superset/explorables/base.py","_get_filter_columns","superset/mcp_service/mcp_core.py",556,556
"type","superset/explorables/base.py","_set_columns","superset/extensions/metadb.py",292,292
"type","superset/explorables/base.py","test_codec","tests/integration_tests/extensions/metastore_cache_test.py",127,132
"type","superset/explorables/base.py","_filter_response","superset/mcp_service/middleware.py",813,813
"type","superset/explorables/base.py","get_type_generator","superset/utils/mock_data.py",67,69
"type","superset/explorables/base.py","test_tag_name_is_pure_string_type","tests/integration_tests/tags/mysql_compatibility_test.py",266,266
"type","superset/explorables/base.py","validate_value_type_matches_operator","superset/mcp_service/chart/schemas.py",484,484
"type","superset/explorables/base.py","_create_auth_provider","superset/mcp_service/server.py",269,269
"type","superset/explorables/base.py","test__normalize_prequery_result_type","tests/integration_tests/sqla_models_tests.py",1052,1057
"type","superset/explorables/base.py","error_update","superset/tasks/utils.py",270,270
"type","superset/explorables/base.py","test_handle_boolean_filter_with_equality","tests/unit_tests/db_engine_specs/test_base.py",504,504
"type","superset/explorables/base.py","test_handle_comparison_filter","tests/unit_tests/db_engine_specs/test_base.py",547,547
"type","superset/explorables/base.py","test_generate_explore_link_with_form_data_key","tests/unit_tests/mcp_service/chart/test_chart_utils.py",755,757
"type","superset/explorables/base.py","test_dashboard_digest","tests/unit_tests/thumbnails/test_digest.py",241,249
"type","superset/explorables/base.py","test_chart_digest","tests/unit_tests/thumbnails/test_digest.py",386,394
"type","superset/explorables/base.py","test_dashboard_digest_deterministic_datasource_order","tests/unit_tests/thumbnails/test_digest.py",438,440
"type","superset/explorables/base.py","test_dashboard_digest_prefetches_rls_filters","tests/unit_tests/thumbnails/test_digest.py",497,499
"type","superset/explorables/base.py","extract_row_data","tests/unit_tests/mcp_service/sql_lab/test_execute_sql_helper.py",26,26
"type","superset/explorables/base.py","test_get_executor","tests/unit_tests/tasks/test_utils.py",288,294
"type","superset/explorables/base.py","test_legacy_chart_without_datasource_raises_error","tests/unit_tests/commands/chart/warm_up_cache_test.py",317,317
"type","superset/explorables/base.py","test_legacy_chart_warm_up_with_dashboard","tests/unit_tests/commands/chart/warm_up_cache_test.py",351,353
"type","superset/explorables/base.py","test_legacy_chart_warm_up_without_dashboard","tests/unit_tests/commands/chart/warm_up_cache_test.py",396,396
"type","superset/explorables/base.py","test_check_playwright_availability_falls_back_to_launch","tests/unit_tests/utils/webdriver_test.py",309,311
"type","superset/explorables/base.py","test_check_playwright_availability_handles_browser_launch_failure","tests/unit_tests/utils/webdriver_test.py",335,337
"type","superset/models/helpers.py","get_data","superset/viz.py",1148,1148
"type","superset/models/helpers.py","listcomp","tests/unit_tests/tasks/test_handlers.py",526,528
"type","superset/models/helpers.py","listcomp","tests/unit_tests/tasks/test_handlers.py",573,573
"type","superset/models/helpers.py","dictcomp","superset/db_engine_specs/base.py",1211,1219
"type","superset/models/helpers.py","dictcomp","superset/migrations/versions/2020-09-28_17-57_b56500de1855_add_uuid_column_to_import_mixin.py",69,72
"type","superset/models/helpers.py","genexpr","superset/tasks/context.py",473,474
"type","superset/models/helpers.py","generate_explore_link","superset/mcp_service/explore/tool/generate_explore_link.py",52,54
"type","superset/models/helpers.py","get_dataset_info","superset/mcp_service/dataset/tool/get_dataset_info.py",55,57
"type","superset/models/helpers.py","list_datasets","superset/mcp_service/dataset/tool/list_datasets.py",74,74
"type","superset/models/helpers.py","get_dashboard_info","superset/mcp_service/dashboard/tool/get_dashboard_info.py",72,74
"type","superset/models/helpers.py","init_app","superset/async_events/async_query_manager.py",119,119
"type","superset/models/helpers.py","get_chart_data","superset/mcp_service/chart/tool/get_chart_data.py",87,89
"type","superset/models/helpers.py","get_chart_preview","superset/mcp_service/chart/tool/get_chart_preview.py",2190,2192
"type","superset/models/helpers.py","get_event_logger_from_cfg_value","superset/utils/log.py",325,325
"type","superset/models/helpers.py","process_template","superset/jinja_context.py",700,700
"type","superset/models/helpers.py","test_execute_query_as_report_executor","tests/integration_tests/reports/alert_tests.py",60,68
"type","superset/models/helpers.py","log_with_context","superset/utils/log.py",171,179
"type","superset/models/helpers.py","json_iso_dttm_ser","superset/utils/json.py",113,113
"type","superset/models/helpers.py","parse_error_exception","superset/db_engine_specs/bigquery.py",878,878
"type","superset/models/helpers.py","parse_error_exception","superset/db_engine_specs/datastore.py",568,568
"type","superset/models/helpers.py","get_dbapi_mapped_exception","superset/db_engine_specs/base.py",993,993
"type","superset/models/helpers.py","get_dbapi_mapped_exception","superset/db_engine_specs/clickhouse.py",157,157
"type","superset/models/helpers.py","get_dbapi_mapped_exception","superset/db_engine_specs/clickhouse.py",388,388
"type","superset/models/helpers.py","get_dbapi_mapped_exception","superset/db_engine_specs/databend.py",173,173
"type","superset/models/helpers.py","get_dbapi_mapped_exception","superset/db_engine_specs/databend.py",270,270
"type","superset/models/helpers.py","fetch_data","superset/db_engine_specs/bigquery.py",306,306
"type","superset/models/helpers.py","fetch_data","superset/db_engine_specs/ocient.py",322,324
"type","superset/models/helpers.py","handle_cursor","superset/db_engine_specs/presto.py",1346,1346
"type","superset/models/helpers.py","handle_cursor","superset/db_engine_specs/hive.py",356,358
"type","superset/models/helpers.py","_extract_error_message","superset/db_engine_specs/presto.py",1395,1395
"type","superset/models/helpers.py","pyodbc_rows_to_tuples","superset/db_engine_specs/base.py",2269,2269
"type","superset/models/helpers.py","map_config_to_form_data","superset/mcp_service/chart/chart_utils.py",306,313
"type","superset/models/helpers.py","test_json_codec","tests/unit_tests/key_value/codec_test.py",53,53
"type","superset/models/helpers.py","test_marshmallow_codec","tests/unit_tests/key_value/codec_test.py",90,90
"type","superset/models/helpers.py","_handle_error","superset/mcp_service/middleware.py",283,289
"type","superset/models/helpers.py","mock_provider","tests/conftest.py",63,63
"type","superset/models/helpers.py","_write_handler_failures_to_db","superset/tasks/context.py",438,438
"type","superset/models/helpers.py","base_json_conv","superset/utils/json.py",72,72
"type","superset/models/helpers.py","is_adhoc_column","superset/migrations/shared/migrate_viz/query_functions.py",294,294
"type","superset/models/helpers.py","_read_bytes","superset/utils/encrypt.py",119,119
"type","superset/models/helpers.py","_get_chart_preview_internal","superset/mcp_service/chart/tool/get_chart_preview.py",1816,1819
"type","superset/models/helpers.py","safe_proxy","superset/jinja_context.py",527,527
"type","superset/models/helpers.py","validate_context_types","superset/jinja_context.py",552,552
"type","superset/models/helpers.py","test_create_pickle_entry","tests/unit_tests/dao/key_value_test.py",128,132
"type","superset/models/helpers.py","test_get_rls_filters_uses_table_id_directly","tests/unit_tests/security/manager_test.py",1192,1195
"type","superset/models/helpers.py","_get_filter_columns","superset/mcp_service/mcp_core.py",556,556
"type","superset/models/helpers.py","_set_columns","superset/extensions/metadb.py",292,292
"type","superset/models/helpers.py","test_codec","tests/integration_tests/extensions/metastore_cache_test.py",127,132
"type","superset/models/helpers.py","_filter_response","superset/mcp_service/middleware.py",813,813
"type","superset/models/helpers.py","get_type_generator","superset/utils/mock_data.py",67,69
"type","superset/models/helpers.py","test_tag_name_is_pure_string_type","tests/integration_tests/tags/mysql_compatibility_test.py",266,266
"type","superset/models/helpers.py","validate_value_type_matches_operator","superset/mcp_service/chart/schemas.py",484,484
"type","superset/models/helpers.py","_create_auth_provider","superset/mcp_service/server.py",269,269
"type","superset/models/helpers.py","test__normalize_prequery_result_type","tests/integration_tests/sqla_models_tests.py",1052,1057
"type","superset/models/helpers.py","error_update","superset/tasks/utils.py",270,270
"type","superset/models/helpers.py","test_handle_boolean_filter_with_equality","tests/unit_tests/db_engine_specs/test_base.py",504,504
"type","superset/models/helpers.py","test_handle_comparison_filter","tests/unit_tests/db_engine_specs/test_base.py",547,547
"type","superset/models/helpers.py","test_generate_explore_link_with_form_data_key","tests/unit_tests/mcp_service/chart/test_chart_utils.py",755,757
"type","superset/models/helpers.py","test_dashboard_digest","tests/unit_tests/thumbnails/test_digest.py",241,249
"type","superset/models/helpers.py","test_chart_digest","tests/unit_tests/thumbnails/test_digest.py",386,394
"type","superset/models/helpers.py","test_dashboard_digest_deterministic_datasource_order","tests/unit_tests/thumbnails/test_digest.py",438,440
"type","superset/models/helpers.py","test_dashboard_digest_prefetches_rls_filters","tests/unit_tests/thumbnails/test_digest.py",497,499
"type","superset/models/helpers.py","extract_row_data","tests/unit_tests/mcp_service/sql_lab/test_execute_sql_helper.py",26,26
"type","superset/models/helpers.py","test_get_executor","tests/unit_tests/tasks/test_utils.py",288,294
"type","superset/models/helpers.py","test_legacy_chart_without_datasource_raises_error","tests/unit_tests/commands/chart/warm_up_cache_test.py",317,317
"type","superset/models/helpers.py","test_legacy_chart_warm_up_with_dashboard","tests/unit_tests/commands/chart/warm_up_cache_test.py",351,353
"type","superset/models/helpers.py","test_legacy_chart_warm_up_without_dashboard","tests/unit_tests/commands/chart/warm_up_cache_test.py",396,396
"type","superset/models/helpers.py","test_check_playwright_availability_falls_back_to_launch","tests/unit_tests/utils/webdriver_test.py",309,311
"type","superset/models/helpers.py","test_check_playwright_availability_handles_browser_launch_failure","tests/unit_tests/utils/webdriver_test.py",335,337
"find_spec","superset/extensions/utils.py","is_module_installed","tests/integration_tests/base_tests.py",278,278
"find_spec","superset/extensions/utils.py","test_prophet_import","tests/unit_tests/pandas_postprocessing/test_prophet.py",132,132
